CAMIS,DBA,BORO,BUILDING,STREET,NEIGHBOURHOOD,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,CITY,STATUS,Restaurant Name,Area,Cuisine Type,Hygiene Score,Hygiene Rating,Inspector Comments,Is_Brand
30002345,Waris Nihari Johar,Lahore,131,Main Blvd,Johar Town,54782,+92-337-6407271,Desi,2022-12-28,Re-inspection Required,Not Critical,75,B,2023-01-04,2022-12-31,Follow-up,31.466703,74.2129,Lahore,Active,Waris Nihari Johar,Johar Town,Desi,75,Good,Pests not observed but sanitation needs work.,False
30002346,Café Almira Packages,Lahore,443,DHA Main Blvd,Packages Mall,54780,+92-337-8301508,Cafe,2022-12-31,Warning Issued,Not Critical,70,B,2023-01-19,2023-01-19,Enforcement Raid,31.533869,74.329054,Lahore,Active,Café Almira Packages,Packages Mall,Cafe,70,Good,Storage practices need improvement.,False
30002347,Eastern Flavors,Lahore,313,Stadium Rd,Gaddafi Stadium,54780,+92-42-4665673,BBQ,2024-01-14,No Action Needed,Not Critical,99,A,2024-01-16,2024-01-14,Follow-up,31.622176,74.361962,Lahore,Active,Eastern Flavors,Gaddafi Stadium,BBQ,99,Excellent,Clean premises; food handlers wearing gloves.,False
30002348,Desi Dastarkhwan,Lahore,109,Cantt Rd,Lahore Cantt,54770,+92-42-8544536,Desi,2024-08-27,Passed,Not Critical,95,A,2024-09-05,2024-10-09,Follow-up,31.534529,74.234461,Lahore,Active,Desi Dastarkhwan,Lahore Cantt,Desi,95,Excellent,Storage organized; recommend improved handwashing.,False
30002349,Café Almira Model,Lahore,338,Central Ave,Model Town,54700,+92-312-5668388,Cafe,2023-06-09,Re-inspection Required,Not Critical,77,B,2023-06-16,2023-07-12,Routine Inspection,31.473438,74.26267,Lahore,Active,Café Almira Model,Model Town,Cafe,77,Good,Chilled items slightly above recommended temp.,False
30002350,Lahore Grill House 185,Lahore,245,Market Rd,Old Anarkali,54010,+92-306-7218604,BBQ,2022-07-30,Warning Issued,Not Critical,83,B,2022-08-10,2022-08-14,Follow-up,31.631132,74.240956,Lahore,Active,Lahore Grill House 185,Old Anarkali,BBQ,83,Good,Chilled items slightly above recommended temp.,False
30002351,Saffron Lounge Raiwind,Lahore,8,Raiwind Rd,Raiwind Road,54650,+92-315-2969753,Desi,2023-10-17,Warning Issued,Not Critical,73,B,2023-10-21,2023-11-29,Follow-up,31.479441,74.246945,Lahore,Active,Saffron Lounge Raiwind,Raiwind Road,Desi,73,Good,Some utensils dirty; advised deep clean.,False
30002352,Saffron Lounge Fortress,Lahore,50,Mall Rd,Fortress Stadium,54070,+92-330-8255322,Chinese,2024-06-14,Warning Issued,Not Critical,75,B,2024-06-20,2024-06-28,Complaint-Based,31.453801,74.284063,Lahore,Active,Saffron Lounge Fortress,Fortress Stadium,Chinese,75,Good,Chilled items slightly above recommended temp.,False
30002353,Heritage Bistro Gulberg,Lahore,439,Gulberg III Road,Gulberg,54660,+92-333-1743215,Burgers,2024-11-27,Advisory Issued,Not Critical,89,A,2024-11-28,2024-12-27,Follow-up,31.553878,74.237436,Lahore,Active,Heritage Bistro Gulberg,Gulberg,Burgers,89,Excellent,Minor record-keeping issues; overall good.,False
30002354,Green Leaf Café,Lahore,268,Market Rd,Saddar,54000,+92-312-8580069,Cafe,2022-02-17,Re-inspection Required,Not Critical,74,B,2022-03-09,2022-03-29,Complaint-Based,31.623787,74.390349,Lahore,Active,Green Leaf Café,Saddar,Cafe,74,Good,Some utensils dirty; advised deep clean.,False
30002355,Al-Nakhal Gaddafi,Lahore,195,Canal Bank Rd,Gaddafi Stadium,54780,+92-334-3231015,BBQ,2024-05-06,Passed,Not Critical,93,A,2024-05-27,2024-05-11,Enforcement Raid,31.648723,74.274655,Lahore,Active,Al-Nakhal Gaddafi,Gaddafi Stadium,BBQ,93,Excellent,Kitchen hygiene satisfactory.,False
30002356,Kebab Korner Shadman,Lahore,33,Market Rd,Shadman,54030,+92-308-8536945,BBQ,2022-02-20,Closure Recommended,Critical,36,D,2022-03-18,2022-03-10,Enforcement Raid,31.54536,74.267494,Lahore,Closed,Kebab Korner Shadman,Shadman,BBQ,36,Poor,No medical certificates for staff; poor hygiene.,False
30002357,Butt Karahi Fortress,Lahore,436,Mall Rd,Fortress Stadium,54070,+92-331-2505748,Fast Food,2023-04-30,Fine Imposed,Critical,48,D,2023-04-30,2023-06-02,Routine Inspection,31.622345,74.338059,Lahore,Under Investigation,Butt Karahi Fortress,Fortress Stadium,Fast Food,48,Poor,Contaminated oil observed; seal recommended.,False
30002358,Lahore Grill House 109,Lahore,128,Township Rd,Township,54790,+92-337-2262586,BBQ,2022-12-27,Re-inspection Required,Not Critical,70,B,2023-01-17,2023-02-04,Enforcement Raid,31.61021,74.266019,Lahore,Active,Lahore Grill House 109,Township,BBQ,70,Good,Chilled items slightly above recommended temp.,False
30002359,Saffron Lounge,Lahore,433,Main Blvd,Gulberg,54660,+92-324-5526983,Burgers,2023-11-12,Advisory Issued,Not Critical,100,A,2023-12-11,2023-12-06,Follow-up,31.637866,74.230638,Lahore,Active,Saffron Lounge,Gulberg,Burgers,100,Excellent,Storage organized; recommend improved handwashing.,False
30002360,Saffron Lounge,Lahore,494,Canal Bank Rd,Gaddafi Stadium,54780,+92-326-5301516,Burgers,2022-09-27,Warning Issued,Not Critical,70,B,2022-09-30,2022-10-10,Routine Inspection,31.539514,74.3118,Lahore,Active,Saffron Lounge,Gaddafi Stadium,Burgers,70,Good,Packaging labels missing; hygiene average.,False
30002361,City Spice,Lahore,23,Main Blvd,Gulberg,54660,+92-312-5412292,Chinese,2022-06-02,Passed,Not Critical,96,A,2022-06-29,2022-07-05,Follow-up,31.55374,74.230393,Lahore,Active,City Spice,Gulberg,Chinese,96,Excellent,Clean premises; food handlers wearing gloves.,False
30002362,Waris Nihari,Lahore,37,Samanabad Rd,Samanabad,54760,+92-42-9773131,Italian,2022-01-31,Warning Issued,Not Critical,77,B,2022-02-16,2022-02-23,Enforcement Raid,31.608999,74.221162,Lahore,Active,Waris Nihari,Samanabad,Italian,77,Good,Storage practices need improvement.,False
30002363,Urban Dine,Lahore,126,Township Rd,Township,54790,+92-323-7318365,Continental,2023-11-14,Warning Issued,Not Critical,70,B,2023-12-13,2023-11-25,Complaint-Based,31.57531,74.337316,Lahore,Active,Urban Dine,Township,Continental,70,Good,Packaging labels missing; hygiene average.,False
30002364,Chilli & Grill Liberty,Lahore,315,Liberty Market,Liberty Market,54060,+92-320-3820439,BBQ,2024-12-18,Re-inspection Required,Not Critical,84,B,2025-01-08,2025-01-22,Enforcement Raid,31.602505,74.305057,Lahore,Active,Chilli & Grill Liberty,Liberty Market,BBQ,84,Good,Storage practices need improvement.,False
30002365,Sufi Biryani 561,Lahore,453,Commercial Ave,Johar Town,54782,+92-338-3926279,Pizza,2024-03-30,Passed,Not Critical,96,A,2024-03-30,2024-05-01,Complaint-Based,31.646312,74.332469,Lahore,Active,Sufi Biryani 561,Johar Town,Pizza,96,Excellent,Minor record-keeping issues; overall good.,False
30002366,Spice Corner,Lahore,134,Canal Bank Rd,Garden Town,54750,+92-331-3253696,Fast Food,2023-02-11,Passed,Not Critical,88,A,2023-03-05,2023-03-14,Enforcement Raid,31.620736,74.242483,Lahore,Active,Spice Corner,Garden Town,Fast Food,88,Excellent,Storage organized; recommend improved handwashing.,False
30002367,Tandoori Nights,Lahore,401,Canal Bank Rd,Garden Town,54750,+92-304-9460790,Pakistani,2023-09-16,Advisory Issued,Not Critical,89,A,2023-10-08,2023-10-01,Routine Inspection,31.604228,74.396675,Lahore,Active,Tandoori Nights,Garden Town,Pakistani,89,Excellent,Storage organized; recommend improved handwashing.,False
30002368,Chilli & Grill Garden,Lahore,496,Model Town Rd,Garden Town,54750,+92-42-7415994,BBQ,2024-11-15,Fine Imposed,Not Critical,64,C,2024-11-18,2024-12-20,Routine Inspection,31.561228,74.392153,Lahore,Active,Chilli & Grill Garden,Garden Town,BBQ,64,Average,Some utensils dirty; advised deep clean.,False
30002369,Silk Street Café 670,Lahore,416,Main Blvd,Liberty Market,54060,+92-310-2535049,Cafe,2023-04-13,Advisory Issued,Not Critical,92,A,2023-04-24,2023-05-22,Enforcement Raid,31.511834,74.201474,Lahore,Active,Silk Street Café 670,Liberty Market,Cafe,92,Excellent,Kitchen hygiene satisfactory.,False
30002370,Mughal Darbar Gaddafi,Lahore,68,Canal Bank Rd,Gaddafi Stadium,54780,+92-304-9209448,Cafe,2022-08-21,No Action Needed,Not Critical,87,A,2022-08-30,2022-09-01,Follow-up,31.623733,74.298786,Lahore,Active,Mughal Darbar Gaddafi,Gaddafi Stadium,Cafe,87,Excellent,Minor record-keeping issues; overall good.,False
30002371,Majestic Grill 618,Lahore,270,Canal Bank Rd,Cavalry,54020,+92-42-6437295,BBQ,2022-12-08,No Action Needed,Not Critical,93,A,2023-01-04,2022-12-24,Routine Inspection,31.526211,74.226058,Lahore,Active,Majestic Grill 618,Cavalry,BBQ,93,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30002372,Mughal Darbar 525,Lahore,86,DHA Main Blvd,DHA Phase 3,54810,+92-336-2726751,Pakistani,2023-12-06,No Action Needed,Not Critical,89,A,2023-12-06,2023-12-10,Enforcement Raid,31.570393,74.367782,Lahore,Active,Mughal Darbar 525,DHA Phase 3,Pakistani,89,Excellent,Minor record-keeping issues; overall good.,False
30002373,Lakshmi Chaat,Lahore,33,Model Town Rd,Garden Town,54750,+92-42-3961511,BBQ,2023-02-04,Re-inspection Required,Not Critical,75,B,2023-02-10,2023-03-18,Enforcement Raid,31.640998,74.235325,Lahore,Active,Lakshmi Chaat,Garden Town,BBQ,75,Good,Pests not observed but sanitation needs work.,False
30002374,Heritage Bistro 831,Lahore,335,DHA Main Blvd,DHA Phase 5,54792,+92-319-1081959,Fast Food,2023-07-22,Re-inspection Required,Not Critical,81,B,2023-08-18,2023-09-05,Follow-up,31.613192,74.207171,Lahore,Active,Heritage Bistro 831,DHA Phase 5,Fast Food,81,Good,Packaging labels missing; hygiene average.,False
30002375,Desi Dastarkhwan,Lahore,254,Main Blvd,Walton Road,54040,+92-318-7114648,Pakistani,2022-01-15,No Action Needed,Not Critical,88,A,2022-02-06,2022-02-27,Complaint-Based,31.495738,74.392118,Lahore,Active,Desi Dastarkhwan,Walton Road,Pakistani,88,Excellent,Minor record-keeping issues; overall good.,False
30002376,Al-Nakhal Shadman,Lahore,14,Market Rd,Shadman,54030,+92-326-3215377,Chinese,2022-05-20,Advisory Issued,Not Critical,99,A,2022-06-01,2022-05-27,Enforcement Raid,31.498851,74.375697,Lahore,Active,Al-Nakhal Shadman,Shadman,Chinese,99,Excellent,Minor record-keeping issues; overall good.,False
30002377,Eastern Flavors,Lahore,341,Main Blvd,Liberty Market,54060,+92-314-3106804,Pakistani,2024-03-21,Re-inspection Required,Not Critical,75,B,2024-03-30,2024-03-21,Enforcement Raid,31.51188,74.327545,Lahore,Active,Eastern Flavors,Liberty Market,Pakistani,75,Good,Some utensils dirty; advised deep clean.,False
30002378,Mughal Darbar,Lahore,174,Service Rd,Raiwind Road,54650,+92-315-4967833,Continental,2022-04-13,Re-inspection Required,Not Critical,81,B,2022-05-04,2022-05-16,Complaint-Based,31.546103,74.240123,Lahore,Active,Mughal Darbar,Raiwind Road,Continental,81,Good,Pests not observed but sanitation needs work.,False
30002379,Green Leaf Café Samanabad,Lahore,52,Market Rd,Samanabad,54760,+92-42-1437140,Cafe,2022-01-24,Advisory Issued,Not Critical,98,A,2022-01-27,2022-02-18,Follow-up,31.586333,74.297629,Lahore,Active,Green Leaf Café Samanabad,Samanabad,Cafe,98,Excellent,Kitchen hygiene satisfactory.,False
30002380,Royal Kabab House Gaddafi,Lahore,48,Stadium Rd,Gaddafi Stadium,54780,+92-315-3034691,BBQ,2023-07-03,Re-inspection Required,Not Critical,75,B,2023-07-10,2023-08-08,Complaint-Based,31.603708,74.380804,Lahore,Active,Royal Kabab House Gaddafi,Gaddafi Stadium,BBQ,75,Good,Chilled items slightly above recommended temp.,False
30002381,Sufi Biryani Model,Lahore,445,Central Ave,Model Town,54700,+92-318-7518117,Burgers,2022-11-27,No Action Needed,Not Critical,98,A,2022-12-21,2023-01-07,Routine Inspection,31.478089,74.233836,Lahore,Active,Sufi Biryani Model,Model Town,Burgers,98,Excellent,Kitchen hygiene satisfactory.,False
30002382,Kebab Korner,Lahore,193,MM Alam Rd,MM Alam Road,54660,+92-335-1116866,BBQ,2024-04-11,Re-inspection Required,Not Critical,73,B,2024-05-08,2024-05-12,Complaint-Based,31.456469,74.393807,Lahore,Active,Kebab Korner,MM Alam Road,BBQ,73,Good,Storage practices need improvement.,False
30002383,Sufi Biryani,Lahore,471,Cantt Rd,Lahore Cantt,54770,+92-329-8938314,Chinese,2022-02-12,Warning Issued,Not Critical,76,B,2022-03-04,2022-02-22,Follow-up,31.584728,74.381495,Lahore,Active,Sufi Biryani,Lahore Cantt,Chinese,76,Good,Chilled items slightly above recommended temp.,False
30002384,Waris Nihari,Lahore,101,Service Rd,Raiwind Road,54650,+92-334-9372452,BBQ,2022-01-21,Advisory Issued,Not Critical,90,A,2022-02-17,2022-02-25,Enforcement Raid,31.466067,74.205975,Lahore,Active,Waris Nihari,Raiwind Road,BBQ,90,Excellent,Clean premises; food handlers wearing gloves.,False
30002385,Lahore Grill House 364,Lahore,197,Central Ave,Township,54790,+92-331-7318210,BBQ,2023-08-28,No Action Needed,Not Critical,94,A,2023-09-20,2023-10-12,Enforcement Raid,31.473,74.381376,Lahore,Active,Lahore Grill House 364,Township,BBQ,94,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30002386,City Spice,Lahore,481,Service Rd,Raiwind Road,54650,+92-318-7095631,Continental,2024-01-25,Re-inspection Required,Not Critical,83,B,2024-01-26,2024-02-03,Routine Inspection,31.646013,74.34378,Lahore,Active,City Spice,Raiwind Road,Continental,83,Good,Chilled items slightly above recommended temp.,False
30002387,Urban Dine 864,Lahore,157,Mall Rd,Saddar,54000,+92-42-8236819,Burgers,2022-10-04,Re-inspection Required,Not Critical,71,B,2022-10-22,2022-10-20,Follow-up,31.532566,74.218567,Lahore,Active,Urban Dine 864,Saddar,Burgers,71,Good,Pests not observed but sanitation needs work.,False
30002388,Baba Fried Chicken Walton,Lahore,13,Walton Rd,Walton Road,54040,+92-303-9749598,Fast Food,2022-08-27,Warning Issued,Not Critical,81,B,2022-09-10,2022-08-29,Follow-up,31.617208,74.283668,Lahore,Active,Baba Fried Chicken Walton,Walton Road,Fast Food,81,Good,Packaging labels missing; hygiene average.,False
30002389,Fusion Feast,Lahore,152,Market Rd,Shadman,54030,+92-327-1213978,BBQ,2022-12-22,Warning Issued,Not Critical,80,B,2023-01-20,2023-01-03,Routine Inspection,31.487642,74.348601,Lahore,Active,Fusion Feast,Shadman,BBQ,80,Good,Packaging labels missing; hygiene average.,False
30002390,Eastern Flavors,Lahore,216,Samanabad Rd,Samanabad,54760,+92-336-6812098,Burgers,2022-05-22,Re-inspection Required,Not Critical,79,B,2022-05-25,2022-06-15,Follow-up,31.645493,74.289826,Lahore,Active,Eastern Flavors,Samanabad,Burgers,79,Good,Storage practices need improvement.,False
30002391,City Spice,Lahore,180,Circular Rd,Saddar,54000,+92-335-2906085,Desi,2023-01-20,Re-inspection Required,Not Critical,63,C,2023-02-12,2023-02-14,Routine Inspection,31.45526,74.383431,Lahore,Active,City Spice,Saddar,Desi,63,Average,No medical certificates for staff; poor hygiene.,False
30002392,Al-Nakhal,Lahore,84,Thokar Rd,Shahdara,54050,+92-322-8282435,Fast Food,2022-10-07,Warning Issued,Not Critical,72,B,2022-10-16,2022-10-31,Complaint-Based,31.594171,74.367344,Lahore,Active,Al-Nakhal,Shahdara,Fast Food,72,Good,Packaging labels missing; hygiene average.,False
30002393,Kebab Korner Lahore,Lahore,193,Main Blvd,Lahore Cantt,54770,+92-322-7415850,BBQ,2022-12-14,Warning Issued,Not Critical,75,B,2023-01-12,2023-01-05,Routine Inspection,31.598936,74.215552,Lahore,Active,Kebab Korner Lahore,Lahore Cantt,BBQ,75,Good,Chilled items slightly above recommended temp.,False
30002394,Butt Karahi DHA,Lahore,127,Central Ave,DHA Phase 3,54810,+92-322-8860244,Fast Food,2022-02-01,Fine Imposed,Not Critical,69,C,2022-02-17,2022-02-28,Routine Inspection,31.451657,74.304193,Lahore,Active,Butt Karahi DHA,DHA Phase 3,Fast Food,69,Average,Significant cleanliness issues; pests present.,False
30002395,Butt Karahi Gaddafi,Lahore,392,Stadium Rd,Gaddafi Stadium,54780,+92-309-6407870,Fast Food,2023-11-15,No Action Needed,Not Critical,93,A,2023-12-15,2023-12-28,Enforcement Raid,31.51747,74.312884,Lahore,Active,Butt Karahi Gaddafi,Gaddafi Stadium,Fast Food,93,Excellent,Storage organized; recommend improved handwashing.,False
30002396,Eastern Flavors 617,Lahore,391,Fortress Stadium Rd,Fortress Stadium,54070,+92-311-9893323,Pizza,2022-03-29,Fine Imposed,Not Critical,65,C,2022-03-29,2022-04-25,Enforcement Raid,31.493863,74.202994,Lahore,Active,Eastern Flavors 617,Fortress Stadium,Pizza,65,Average,No medical certificates for staff; poor hygiene.,False
30002397,Urban Dine 632,Lahore,116,Shahdara Rd,Shahdara,54050,+92-333-5857157,Pakistani,2022-08-03,Warning Issued,Not Critical,70,B,2022-08-17,2022-08-28,Follow-up,31.589211,74.374198,Lahore,Active,Urban Dine 632,Shahdara,Pakistani,70,Good,Pests not observed but sanitation needs work.,False
30002398,Desi Dastarkhwan,Lahore,443,DHA Main Blvd,Packages Mall,54780,+92-321-1213102,Desi,2022-07-27,Re-inspection Required,Not Critical,60,C,2022-08-07,2022-08-27,Complaint-Based,31.644311,74.351903,Lahore,Active,Desi Dastarkhwan,Packages Mall,Desi,60,Average,Significant cleanliness issues; pests present.,False
30002399,Majestic Grill,Lahore,480,Canal Bank Rd,Model Town,54700,+92-327-2952145,BBQ,2023-09-26,Warning Issued,Not Critical,82,B,2023-10-11,2023-10-09,Complaint-Based,31.499137,74.354341,Lahore,Active,Majestic Grill,Model Town,BBQ,82,Good,Chilled items slightly above recommended temp.,False
30002400,Lakshmi Chaat Gulberg,Lahore,382,Gulberg III Road,Gulberg,54660,+92-338-6275826,Continental,2024-08-03,Warning Issued,Not Critical,69,C,2024-08-08,2024-08-29,Follow-up,31.482813,74.295174,Lahore,Active,Lakshmi Chaat Gulberg,Gulberg,Continental,69,Average,Chilled items slightly above recommended temp.,False
30002401,Mamma's Kitchen,Lahore,494,MM Alam Rd,Gulberg,54660,+92-302-4198662,Continental,2022-06-11,Warning Issued,Not Critical,60,C,2022-06-24,2022-07-06,Complaint-Based,31.586647,74.395128,Lahore,Active,Mamma's Kitchen,Gulberg,Continental,60,Average,Pests not observed but sanitation needs work.,False
30002402,BBQ Junction MM,Lahore,33,MM Alam Rd,MM Alam Road,54660,+92-301-8521749,BBQ,2024-03-24,No Action Needed,Not Critical,88,A,2024-03-28,2024-04-29,Enforcement Raid,31.52693,74.339034,Lahore,Active,BBQ Junction MM,MM Alam Road,BBQ,88,Excellent,Kitchen hygiene satisfactory.,False
30002403,Royal Kabab House,Lahore,329,Main Blvd,Lahore Cantt,54770,+92-322-2455399,BBQ,2022-07-31,Re-inspection Required,Not Critical,75,B,2022-08-21,2022-08-17,Follow-up,31.62314,74.285552,Lahore,Active,Royal Kabab House,Lahore Cantt,BBQ,75,Good,Some utensils dirty; advised deep clean.,False
30002404,Sufi Biryani,Lahore,227,Central Ave,Model Town,54700,+92-329-5183964,Cafe,2022-04-03,Passed,Not Critical,91,A,2022-04-11,2022-04-15,Complaint-Based,31.465014,74.268892,Lahore,Active,Sufi Biryani,Model Town,Cafe,91,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30002405,Butt Karahi Model,Lahore,367,Canal Bank Rd,Model Town,54700,+92-309-7946679,Fast Food,2022-09-12,Advisory Issued,Not Critical,94,A,2022-09-24,2022-09-22,Routine Inspection,31.539047,74.251068,Lahore,Active,Butt Karahi Model,Model Town,Fast Food,94,Excellent,Storage organized; recommend improved handwashing.,False
30002406,Urban Dine,Lahore,247,Stadium Rd,Gaddafi Stadium,54780,+92-317-6429492,Chinese,2024-05-05,Fine Imposed,Not Critical,67,C,2024-05-07,2024-06-15,Routine Inspection,31.605688,74.302371,Lahore,Active,Urban Dine,Gaddafi Stadium,Chinese,67,Average,Significant cleanliness issues; pests present.,False
30002407,Chilli & Grill,Lahore,304,Main Blvd,MM Alam Road,54660,+92-330-1315979,BBQ,2022-01-29,Passed,Not Critical,85,A,2022-02-26,2022-03-08,Complaint-Based,31.494719,74.238869,Lahore,Active,Chilli & Grill,MM Alam Road,BBQ,85,Excellent,Kitchen hygiene satisfactory.,False
30002408,Heritage Bistro,Lahore,153,Model Town Rd,Garden Town,54750,+92-306-7788076,Chinese,2024-06-06,No Action Needed,Not Critical,98,A,2024-07-04,2024-07-19,Complaint-Based,31.629413,74.301651,Lahore,Active,Heritage Bistro,Garden Town,Chinese,98,Excellent,Storage organized; recommend improved handwashing.,False
30002409,Butt Karahi Packages,Lahore,20,DHA Main Blvd,Packages Mall,54780,+92-325-4096792,Fast Food,2024-12-15,Fine Imposed,Not Critical,66,C,2024-12-29,2024-12-28,Complaint-Based,31.588496,74.206797,Lahore,Active,Butt Karahi Packages,Packages Mall,Fast Food,66,Average,No medical certificates for staff; poor hygiene.,False
30002410,Royal Kabab House 611,Lahore,235,Stadium Rd,Gaddafi Stadium,54780,+92-305-5394082,BBQ,2023-02-04,Fine Imposed,Not Critical,68,C,2023-02-10,2023-03-04,Follow-up,31.602623,74.317894,Lahore,Active,Royal Kabab House 611,Gaddafi Stadium,BBQ,68,Average,Packaging labels missing; hygiene average.,False
30002411,Urban Dine,Lahore,267,Main Blvd,Cavalry,54020,+92-314-1055117,Cafe,2023-04-16,Re-inspection Required,Not Critical,76,B,2023-04-28,2023-05-04,Enforcement Raid,31.532484,74.316126,Lahore,Active,Urban Dine,Cavalry,Cafe,76,Good,Packaging labels missing; hygiene average.,False
30002412,Baba Fried Chicken 958,Lahore,102,Central Ave,Township,54790,+92-306-4413573,Fast Food,2023-04-24,Fine Imposed,Critical,45,D,2023-05-22,2023-06-07,Follow-up,31.57713,74.361966,Lahore,Closed,Baba Fried Chicken 958,Township,Fast Food,45,Poor,Unsafe storage and mold in refrigerated unit.,False
30002413,Kebab Korner,Lahore,53,Canal Bank Rd,Gaddafi Stadium,54780,+92-313-4110548,BBQ,2024-01-18,Fine Imposed,Not Critical,68,C,2024-01-19,2024-01-29,Routine Inspection,31.49002,74.297336,Lahore,Active,Kebab Korner,Gaddafi Stadium,BBQ,68,Average,Expired items found; immediate action required.,False
30002414,Waris Nihari,Lahore,27,Walton Rd,Walton Road,54040,+92-319-2219203,Desi,2024-12-03,Re-inspection Required,Not Critical,75,B,2024-12-19,2025-01-03,Complaint-Based,31.56957,74.202874,Lahore,Active,Waris Nihari,Walton Road,Desi,75,Good,Some utensils dirty; advised deep clean.,False
30002415,Garden Bites Liberty,Lahore,212,Main Blvd,Liberty Market,54060,+92-304-1063764,Chinese,2022-03-04,Warning Issued,Not Critical,76,B,2022-03-19,2022-04-07,Routine Inspection,31.484727,74.302146,Lahore,Active,Garden Bites Liberty,Liberty Market,Chinese,76,Good,Some utensils dirty; advised deep clean.,False
30002416,Royal Kabab House,Lahore,228,Central Ave,DHA Phase 3,54810,+92-334-6518619,BBQ,2023-04-03,Fine Imposed,Critical,31,D,2023-05-03,2023-04-14,Enforcement Raid,31.57925,74.303379,Lahore,Closed,Royal Kabab House,DHA Phase 3,BBQ,31,Poor,Contaminated oil observed; seal recommended.,False
30002417,BBQ Junction,Lahore,218,Mall Rd,Packages Mall,54780,+92-320-5111867,BBQ,2024-05-13,Re-inspection Required,Not Critical,71,B,2024-05-20,2024-05-24,Routine Inspection,31.537734,74.326468,Lahore,Active,BBQ Junction,Packages Mall,BBQ,71,Good,Pests not observed but sanitation needs work.,False
30002418,Rahat Tikka Old,Lahore,213,Market Rd,Old Anarkali,54010,+92-327-3672459,BBQ,2023-04-19,Re-inspection Required,Not Critical,56,C,2023-05-01,2023-05-20,Routine Inspection,31.462904,74.315201,Lahore,Active,Rahat Tikka Old,Old Anarkali,BBQ,56,Average,Expired items found; immediate action required.,False
30002419,Café Almira,Lahore,252,MM Alam Rd,MM Alam Road,54660,+92-304-3523558,Cafe,2022-01-02,Re-inspection Required,Not Critical,82,B,2022-01-30,2022-01-12,Routine Inspection,31.647443,74.240309,Lahore,Active,Café Almira,MM Alam Road,Cafe,82,Good,Packaging labels missing; hygiene average.,False
30002420,Heritage Bistro 874,Lahore,66,Market Rd,Shadman,54030,+92-321-7756091,BBQ,2023-03-15,Re-inspection Required,Not Critical,68,C,2023-04-01,2023-04-11,Routine Inspection,31.545929,74.244273,Lahore,Active,Heritage Bistro 874,Shadman,BBQ,68,Average,Chilled items slightly above recommended temp.,False
30002421,Saffron Lounge,Lahore,409,Market Rd,Samanabad,54760,+92-42-1536142,Italian,2023-01-21,Warning Issued,Not Critical,70,B,2023-02-10,2023-01-25,Follow-up,31.531528,74.313802,Lahore,Active,Saffron Lounge,Samanabad,Italian,70,Good,Pests not observed but sanitation needs work.,False
30002422,Sufi Biryani 854,Lahore,26,Model Town Rd,Garden Town,54750,+92-318-2249114,Italian,2023-05-30,Warning Issued,Not Critical,74,B,2023-06-11,2023-07-14,Follow-up,31.585091,74.295125,Lahore,Active,Sufi Biryani 854,Garden Town,Italian,74,Good,Chilled items slightly above recommended temp.,False
30002423,Kebab Korner 819,Lahore,214,Service Rd,Ferozepur Road,54770,+92-321-9084139,BBQ,2024-07-16,Warning Issued,Not Critical,82,B,2024-08-03,2024-07-24,Complaint-Based,31.642908,74.30102,Lahore,Active,Kebab Korner 819,Ferozepur Road,BBQ,82,Good,Packaging labels missing; hygiene average.,False
30002424,Chilli & Grill Old,Lahore,38,Market Rd,Old Anarkali,54010,+92-42-9718821,BBQ,2023-01-28,Re-inspection Required,Not Critical,79,B,2023-02-03,2023-03-08,Enforcement Raid,31.457506,74.226105,Lahore,Active,Chilli & Grill Old,Old Anarkali,BBQ,79,Good,Chilled items slightly above recommended temp.,False
30002425,Sufi Biryani,Lahore,167,DHA Main Blvd,DHA Phase 5,54792,+92-324-9330422,Pakistani,2022-11-15,Passed,Not Critical,97,A,2022-11-20,2022-12-24,Complaint-Based,31.607897,74.317543,Lahore,Active,Sufi Biryani,DHA Phase 5,Pakistani,97,Excellent,Storage organized; recommend improved handwashing.,False
30002426,Mughal Darbar Saddar,Lahore,468,Circular Rd,Saddar,54000,+92-300-4928341,Desi,2024-04-21,Warning Issued,Not Critical,77,B,2024-04-21,2024-05-05,Routine Inspection,31.510804,74.298169,Lahore,Active,Mughal Darbar Saddar,Saddar,Desi,77,Good,Storage practices need improvement.,False
30002427,Spice Corner 506,Lahore,321,Main Blvd,Walton Road,54040,+92-335-1161180,Cafe,2024-02-08,No Action Needed,Not Critical,88,A,2024-02-08,2024-03-12,Enforcement Raid,31.60534,74.220335,Lahore,Active,Spice Corner 506,Walton Road,Cafe,88,Excellent,Storage organized; recommend improved handwashing.,False
30002428,Sufi Biryani Lahore,Lahore,237,Main Blvd,Lahore Cantt,54770,+92-332-4472518,Continental,2023-02-28,Fine Imposed,Not Critical,63,C,2023-03-19,2023-03-19,Routine Inspection,31.483294,74.29419,Lahore,Active,Sufi Biryani Lahore,Lahore Cantt,Continental,63,Average,Significant cleanliness issues; pests present.,False
